path;kind;title;year;detail;confidence
Paw Patrol/PAW.Patrol.S04/19.mkv;tv_show;Paw Patrol;;S04E19;0.96
Paw Patrol/PAW.Patrol.S04/1.mkv;tv_show;Paw Patrol;;S04E01;0.96
Paw Patrol/PAW.Patrol.S04/20.mkv;tv_show;Paw Patrol;;S04E20;0.96
Paw Patrol/PAW.Patrol.S04/21.mkv;tv_show;Paw Patrol;;S04E21;0.96
Paw Patrol/PAW.Patrol.S04/22.mkv;tv_show;Paw Patrol;;S04E22;0.96
Paw Patrol/PAW.Patrol.S04/23.mkv;tv_show;Paw Patrol;;S04E23;0.96
Paw Patrol/PAW.Patrol.S04/24.mkv;tv_show;Paw Patrol;;S04E24;0.96
Paw Patrol/PAW.Patrol.S04/25.mkv;tv_show;Paw Patrol;;S04E25;0.96
Paw Patrol/PAW.Patrol.S04/26.mkv;tv_show;Paw Patrol;;S04E26;0.96
Paw Patrol/PAW.Patrol.S04/2.mkv;tv_show;Paw Patrol;;S04E02;0.98
Paw Patrol/PAW.Patrol.S04/3.mkv;tv_show;Paw Patrol;;S04E03;0.96
Paw Patrol/PAW.Patrol.S04/4.mkv;tv_show;Paw Patrol;;S04E04;0.96
Paw Patrol/PAW.Patrol.S04/5.mkv;tv_show;Paw Patrol;;S04E05;0.96
Paw Patrol/PAW.Patrol.S04/6.mkv;tv_show;Paw Patrol;;S04E06;0.96
Paw Patrol/PAW.Patrol.S04/7.mkv;tv_show;Paw Patrol;;S04E07;0.96
Paw Patrol/PAW.Patrol.S04/8.mkv;tv_show;Paw Patrol;;S04E08;0.96
Paw Patrol/PAW.Patrol.S04/9.mkv;tv_show;Paw Patrol;;S04E09;0.96
Paw Patrol/PAW.Patrol.S05/10.mp4;tv_show;Paw Patrol;;S05E10;0.96
Paw Patrol/PAW.Patrol.S05/11.mp4;tv_show;Paw Patrol;;S05E11;0.96
Paw Patrol/PAW.Patrol.S05/12.mp4;tv_show;Paw Patrol;;S05E12;0.96
Paw Patrol/PAW.Patrol.S05/13.mp4;tv_show;Paw Patrol;;S05E13;0.96
Paw Patrol/PAW.Patrol.S05/14.mp4;tv_show;Paw Patrol;;S05E14;0.93
Paw Patrol/PAW.Patrol.S05/15.mp4;tv_show;Paw Patrol;;S05E15;0.96
Paw Patrol/PAW.Patrol.S05/16.mp4;tv_show;Paw Patrol;;S05E16;0.96
Paw Patrol/PAW.Patrol.S05/17.mp4;tv_show;Paw Patrol;;S05E17;0.96
Paw Patrol/PAW.Patrol.S05/18.mp4;tv_show;Paw Patrol;;S05E18;0.96
Paw Patrol/PAW.Patrol.S05/19.mp4;tv_show;Paw Patrol;;S05E19;0.96
Paw Patrol/PAW.Patrol.S05/1.mp4;tv_show;Paw Patrol;;S05E01;0.96
Paw Patrol/PAW.Patrol.S05/20.mp4;tv_show;Paw Patrol;;S05E20;0.98
Paw Patrol/PAW.Patrol.S05/21.mp4;tv_show;Paw Patrol;;S05E21;0.96
Paw Patrol/PAW.Patrol.S05/22.mp4;tv_show;Paw Patrol;;S05E22;0.96
Paw Patrol/PAW.Patrol.S05/23.mp4;tv_show;Paw Patrol;;S05E23;0.96
Paw Patrol/PAW.Patrol.S05/2.mp4;tv_show;Paw Patrol;;S05E02;0.96
Paw Patrol/PAW.Patrol.S05/3.mp4;tv_show;Paw Patrol;;S05E03;0.96
Paw Patrol/PAW.Patrol.S05/4.mp4;tv_show;Paw Patrol;;S05E04;0.96
Paw Patrol/PAW.Patrol.S05/5.mp4;tv_show;Paw Patrol;2013;S05E05;0.96
Paw Patrol/PAW.Patrol.S05/6.mp4;tv_show;Paw Patrol;;S05E06;0.96
Paw Patrol/PAW.Patrol.S05/7.mp4;tv_show;Paw Patrol;;S05E07;0.96
Paw Patrol/PAW.Patrol.S05/8.mp4;tv_show;Paw Patrol;;S05E08;0.96
Paw Patrol/PAW.Patrol.S05/9.mp4;tv_show;Paw Patrol;;S05E09;0.96
Paw Patrol/PAW.Patrol.S06/10.mp4;tv_show;Paw Patrol;;S06E10;0.96
Paw Patrol/PAW.Patrol.S06/11.mp4;tv_show;Paw Patrol;;S06E11;0.96
Paw Patrol/PAW.Patrol.S06/12.mp4;tv_show;Paw Patrol;;S06E12;0.96
Paw Patrol/PAW.Patrol.S06/13.mp4;tv_show;Paw Patrol;;S06E13;0.96
Paw Patrol/PAW.Patrol.S06/14.mp4;tv_show;Paw Patrol;;S06E14;0.96
Paw Patrol/PAW.Patrol.S06/15.mp4;tv_show;Paw Patrol;;S06E15;0.96
Paw Patrol/PAW.Patrol.S06/16.mp4;tv_show;Paw Patrol;;S06E16;0.96
Paw Patrol/PAW.Patrol.S06/17.mp4;tv_show;Paw Patrol;;S06E17;0.96
Paw Patrol/PAW.Patrol.S06/18.mp4;tv_show;Paw Patrol;;S06E18;0.96
Paw Patrol/PAW.Patrol.S06/19.mp4;tv_show;Paw Patrol;;S06E19;0.96
Paw Patrol/PAW.Patrol.S06/1.mp4;tv_show;Paw Patrol;;S06E01;0.96
Paw Patrol/PAW.Patrol.S06/20.mp4;tv_show;Paw Patrol;;S06E20;0.96
Paw Patrol/PAW.Patrol.S06/21.mp4;tv_show;Paw Patrol;;S06E21;0.96
Paw Patrol/PAW.Patrol.S06/22.mp4;tv_show;Paw Patrol;;S06E22;0.96
Paw Patrol/PAW.Patrol.S06/23.mp4;tv_show;Paw Patrol;;S06E23;0.96
Paw Patrol/PAW.Patrol.S06/24.mp4;tv_show;Paw Patrol;;S06E24;0.96
Paw Patrol/PAW.Patrol.S06/25.mp4;tv_show;Paw Patrol;;S06E25;0.96
Paw Patrol/PAW.Patrol.S06/26.mp4;tv_show;Paw Patrol;;S06E26;0.96
Paw Patrol/PAW.Patrol.S06/2.mp4;tv_show;Paw Patrol;;S06E02;0.96
Paw Patrol/PAW.Patrol.S06/3.mp4;tv_show;Paw Patrol;;S06E03;0.96
Paw Patrol/PAW.Patrol.S06/4.mp4;tv_show;Paw Patrol;;S06E04;0.96
Paw Patrol/PAW.Patrol.S06/5.mp4;tv_show;Paw Patrol;;S06E05;0.96
Paw Patrol/PAW.Patrol.S06/6.mp4;tv_show;Paw Patrol;;S06E06;0.96
Paw Patrol/PAW.Patrol.S06/7.mp4;tv_show;Paw Patrol;;S06E07;0.96
Paw Patrol/PAW.Patrol.S06/8.mp4;tv_show;Paw Patrol;;S06E08;0.96
Paw Patrol/PAW.Patrol.S06/9.mp4;tv_show;Paw Patrol;;S06E09;0.96
Paw Patrol/PAW.Patrol.S07/10.mp4;tv_show;Paw Patrol;;S07E10;0.96
Paw Patrol/PAW.Patrol.S07/11.mp4;tv_show;Paw Patrol;;S07E11;0.96
Paw Patrol/PAW.Patrol.S07/12.mp4;tv_show;Paw Patrol;;S07E12;0.96
Paw Patrol/PAW.Patrol.S07/13.mp4;tv_show;Paw Patrol;;S07E13;0.96
Paw Patrol/PAW.Patrol.S07/14.mp4;tv_show;Paw Patrol;;S07E14;0.96
Paw Patrol/PAW.Patrol.S07/15.mp4;tv_show;Paw Patrol;;S07E15;0.96
Paw Patrol/PAW.Patrol.S07/16.mp4;tv_show;Paw Patrol;;S07E16;0.93
Paw Patrol/PAW.Patrol.S07/17.mp4;tv_show;Paw Patrol;;S07E17;0.96
Paw Patrol/PAW.Patrol.S07/18.mp4;tv_show;Paw Patrol;;S07E18;0.96
Paw Patrol/PAW.Patrol.S07/19.mp4;tv_show;Paw Patrol;;S07E19;0.96
Paw Patrol/PAW.Patrol.S07/1.mp4;tv_show;Paw Patrol;;S07E01;0.93
Paw Patrol/PAW.Patrol.S07/20.mp4;tv_show;Paw Patrol;;S07E20;0.96
Paw Patrol/PAW.Patrol.S07/21.mp4;tv_show;Paw Patrol;;S07E21;0.93
Paw Patrol/PAW.Patrol.S07/22.mp4;tv_show;Paw Patrol;;S07E22;0.93
Paw Patrol/PAW.Patrol.S07/23.mp4;tv_show;Paw Patrol;;S07E23;0.96
Paw Patrol/PAW.Patrol.S07/24.mp4;tv_show;Paw Patrol;;S07E24;0.96
Paw Patrol/PAW.Patrol.S07/25.mp4;tv_show;Paw Patrol;;S07E25;0.96
Paw Patrol/PAW.Patrol.S07/26.mp4;tv_show;Paw Patrol;;S07E26;0.96
Paw Patrol/PAW.Patrol.S07/2.mp4;tv_show;Paw Patrol;;S07E02;0.96
Paw Patrol/PAW.Patrol.S07/3.mp4;tv_show;Paw Patrol;;S07E03;0.96
Paw Patrol/PAW.Patrol.S07/4.mp4;tv_show;Paw Patrol;;S07E04;0.96
Paw Patrol/PAW.Patrol.S07/5.mp4;tv_show;Paw Patrol;;S07E05;0.96
Paw Patrol/PAW.Patrol.S07/6.mp4;tv_show;Paw Patrol;;S07E06;0.96
Paw Patrol/PAW.Patrol.S07/7.mp4;tv_show;Paw Patrol;;S07E07;0.93
Paw Patrol/PAW.Patrol.S07/8.mp4;tv_show;Paw Patrol;;S07E08;0.96
Paw Patrol/PAW.Patrol.S07/9.mp4;tv_show;Paw Patrol;2013;S07E09;0.96
Paw Patrol/PAW.Patrol.S08/10.mp4;tv_show;Paw Patrol;;S08E10;0.96
Paw Patrol/PAW.Patrol.S08/11.mp4;tv_show;Paw Patrol;;S08E11;0.96
Paw Patrol/PAW.Patrol.S08/12.mp4;tv_show;Paw Patrol;2013;S08E12;0.96
Paw Patrol/PAW.Patrol.S08/13.mp4;tv_show;Paw Patrol;;S08E13;0.96
Paw Patrol/PAW.Patrol.S08/14.mp4;tv_show;Paw Patrol;;S08E14;0.96
Paw Patrol/PAW.Patrol.S08/15.mp4;tv_show;Paw Patrol;;S08E15;0.96
Paw Patrol/PAW.Patrol.S08/16.mp4;tv_show;Paw Patrol;;S08E16;0.93
Paw Patrol/PAW.Patrol.S08/17.mp4;tv_show;Paw Patrol;;S08E17;0.96
Paw Patrol/PAW.Patrol.S08/18.mp4;tv_show;Paw Patrol;;S08E18;0.96
Paw Patrol/PAW.Patrol.S08/19.mp4;tv_show;Paw Patrol;;S08E19;0.96
Paw Patrol/PAW.Patrol.S08/1.mp4;tv_show;Paw Patrol;;S08E01;0.96
Paw Patrol/PAW.Patrol.S08/20.mp4;tv_show;Paw Patrol;;S08E20;0.96
Paw Patrol/PAW.Patrol.S08/21.mp4;tv_show;Paw Patrol;;S08E21;0.96
Paw Patrol/PAW.Patrol.S08/22.mp4;tv_show;Paw Patrol;;S08E22;0.96
Paw Patrol/PAW.Patrol.S08/23.mp4;tv_show;Paw Patrol;;S08E23;0.96
Paw Patrol/PAW.Patrol.S08/24.mp4;tv_show;Paw Patrol;;S08E24;0.96
Paw Patrol/PAW.Patrol.S08/2.mp4;tv_show;Paw Patrol;;S08E02;0.96
Paw Patrol/PAW.Patrol.S08/3.mp4;tv_show;Paw Patrol;;S08E03;0.96
Paw Patrol/PAW.Patrol.S08/4.mp4;tv_show;Paw Patrol;;S08E04;0.93
Paw Patrol/PAW.Patrol.S08/5.mp4;tv_show;Paw Patrol;;S08E05;0.96
Paw Patrol/PAW.Patrol.S08/6.mp4;tv_show;Paw Patrol;;S08E06;0.96
Paw Patrol/PAW.Patrol.S08/7.mp4;tv_show;Paw Patrol;;S08E07;0.96
Paw Patrol/PAW.Patrol.S08/8.mp4;tv_show;Paw Patrol;;S08E08;0.96
Paw Patrol/PAW.Patrol.S08/9.mp4;tv_show;Paw Patrol;;S08E09;0.96
Paw Patrol/PAW.Patrol.S09/10.mp4;tv_show;Paw Patrol;;S09E10;0.96
Paw Patrol/PAW.Patrol.S09/11.mp4;tv_show;Paw Patrol;;S09E11;0.96
Paw Patrol/PAW.Patrol.S09/12.mp4;tv_show;Paw Patrol;;S09E12;0.96
Paw Patrol/PAW.Patrol.S09/13.mp4;tv_show;Paw Patrol;;S09E13;0.96
Paw Patrol/PAW.Patrol.S09/14.mp4;tv_show;Paw Patrol;;S09E14;0.96
Paw Patrol/PAW.Patrol.S09/15.mp4;tv_show;Paw Patrol;;S09E15;0.96
Paw Patrol/PAW.Patrol.S09/16.mp4;tv_show;Paw Patrol;;S09E16;0.93
Paw Patrol/PAW.Patrol.S09/17.mp4;tv_show;Paw Patrol;;S09E17;0.96
Paw Patrol/PAW.Patrol.S09/18.mp4;tv_show;Paw Patrol;2013;S09E18;0.96
Paw Patrol/PAW.Patrol.S09/19.mp4;tv_show;Paw Patrol;;S09E19;0.96
Paw Patrol/PAW.Patrol.S09/1.mp4;tv_show;Paw Patrol;;S09E01;0.96
Paw Patrol/PAW.Patrol.S09/20.mp4;tv_show;Paw Patrol;;S09E20;0.96
Paw Patrol/PAW.Patrol.S09/21.mp4;tv_show;Paw Patrol;;S09E21;0.96
Paw Patrol/PAW.Patrol.S09/22.mp4;tv_show;Paw Patrol;;S09E22;0.96
Paw Patrol/PAW.Patrol.S09/23.mp4;tv_show;Paw Patrol;;S09E23;0.96
Paw Patrol/PAW.Patrol.S09/24.mp4;tv_show;Paw Patrol;;S09E24;0.96
Paw Patrol/PAW.Patrol.S09/25.mp4;tv_show;Paw Patrol;;S09E25;0.98
Paw Patrol/PAW.Patrol.S09/26.mp4;tv_show;Paw Patrol;;S09E26;0.93
Paw Patrol/PAW.Patrol.S09/2.mp4;tv_show;Paw Patrol;;S09E02;0.96
Paw Patrol/PAW.Patrol.S09/3.mp4;tv_show;Paw Patrol;;S09E03;0.96
Paw Patrol/PAW.Patrol.S09/4.mp4;tv_show;Paw Patrol;;S09E04;0.96
Paw Patrol/PAW.Patrol.S09/5.mp4;tv_show;Paw Patrol;;S09E05;0.96
Paw Patrol/PAW.Patrol.S09/6.mp4;tv_show;Paw Patrol;;S09E06;0.96
Paw Patrol/PAW.Patrol.S09/7.mp4;tv_show;Paw Patrol;;S09E07;0.96
Paw Patrol/PAW.Patrol.S09/8.mp4;tv_show;Paw Patrol;;S09E08;0.96
Paw Patrol/PAW.Patrol.S09/9.mp4;tv_show;Paw Patrol;;S09E09;0.96
Paw Patrol/PAW.Patrol.S10/10.mp4;tv_show;Paw Patrol;;S10E10;0.96
Paw Patrol/PAW.Patrol.S10/11.mp4;tv_show;Paw Patrol;;S10E11;0.96
Paw Patrol/PAW.Patrol.S10/12.mp4;tv_show;Paw Patrol;;S10E12;0.96
Paw Patrol/PAW.Patrol.S10/13.mp4;tv_show;Paw Patrol;;S10E13;0.96
Paw Patrol/PAW.Patrol.S10/14.mp4;tv_show;Paw Patrol;;S10E14;0.96
Paw Patrol/PAW.Patrol.S10/15.mp4;tv_show;Paw Patrol;;S10E15;0.96
Paw Patrol/PAW.Patrol.S10/16.mp4;tv_show;Paw Patrol;;S10E16;0.96
Paw Patrol/PAW.Patrol.S10/17.mp4;tv_show;Paw Patrol;;S10E17;0.93
Paw Patrol/PAW.Patrol.S10/18.mp4;tv_show;Paw Patrol;;S10E18;0.96
Paw Patrol/PAW.Patrol.S10/19.mp4;tv_show;Paw Patrol;;S10E19;0.96
Paw Patrol/PAW.Patrol.S10/1.mkv;tv_show;Paw Patrol;;S10E01;0.96
Paw Patrol/PAW.Patrol.S10/20.mp4;tv_show;Paw Patrol;;S10E20;0.96
Paw Patrol/PAW.Patrol.S10/21.mp4;tv_show;Paw Patrol;;S10E21;0.96
Paw Patrol/PAW.Patrol.S10/22.mp4;tv_show;Paw Patrol;2013;S10E22;0.96
Paw Patrol/PAW.Patrol.S10/23.mp4;tv_show;Paw Patrol;;S10E23;0.96
Paw Patrol/PAW.Patrol.S10/24.mp4;tv_show;Paw Patrol;2013;S10E24;0.96
Paw Patrol/PAW.Patrol.S10/25.mp4;tv_show;Paw Patrol;;S10E25;0.96
Paw Patrol/PAW.Patrol.S10/26.mp4;tv_show;Paw Patrol;;S10E26;0.93
Paw Patrol/PAW.Patrol.S10/2.mkv;tv_show;Paw Patrol;;S10E02;0.96
Paw Patrol/PAW.Patrol.S10/3.mkv;tv_show;Paw Patrol;;S10E03;0.96
Paw Patrol/PAW.Patrol.S10/4.mkv;tv_show;Paw Patrol;;S10E04;0.96
Paw Patrol/PAW.Patrol.S10/5.mkv;tv_show;Paw Patrol;;S10E05;0.96
Paw Patrol/PAW.Patrol.S10/6.mkv;tv_show;Paw Patrol;;S10E06;0.96
Paw Patrol/PAW.Patrol.S10/7.mkv;tv_show;Paw Patrol;;S10E07;0.96
Paw Patrol/PAW.Patrol.S10/8.mkv;tv_show;Paw Patrol;2013;S10E08;0.98
Paw Patrol/PAW.Patrol.S10/9.mp4;tv_show;Paw Patrol;;S10E09;0.96
Paw Patrol/PAW.Patrol.S11/10.mp4;tv_show;Paw Patrol;;S11E10;0.96
Paw Patrol/PAW.Patrol.S11/11.mp4;tv_show;Paw Patrol;;S11E11;0.93
Paw Patrol/PAW.Patrol.S11/12.mp4;tv_show;Paw Patrol;;S11E12;0.96
Paw Patrol/PAW.Patrol.S11/13.mp4;tv_show;Paw Patrol;;S11E13;0.96
Paw Patrol/PAW.Patrol.S11/1.mp4;tv_show;Paw Patrol;2013;S11E01;0.93
Paw Patrol/PAW.Patrol.S11/2.mp4;tv_show;Paw Patrol;;S11E02;0.96
Paw Patrol/PAW.Patrol.S11/3.mp4;tv_show;Paw Patrol;;S11E03;0.96
Paw Patrol/PAW.Patrol.S11/4.mp4;tv_show;Paw Patrol;;S11E04;0.96
Paw Patrol/PAW.Patrol.S11/5.mp4;tv_show;Paw Patrol;;S11E05;0.96
Paw Patrol/PAW.Patrol.S11/6.mp4;tv_show;Paw Patrol;;S11E06;0.96
Paw Patrol/PAW.Patrol.S11/7.mp4;tv_show;Paw Patrol;;S11E07;0.96
Paw Patrol/PAW.Patrol.S11/8.mp4;tv_show;Paw Patrol;;S11E08;0.96
Paw Patrol/PAW.Patrol.S11/9.mp4;tv_show;Paw Patrol;;S11E09;0.96
Paw Patrol/Мегащенки.mp4;undefined;;;;0.62
Paw Patrol/На_старт,_внимание,_марш!.mp4;undefined;;;;0.62
Paw Patrol/Улётная_помощь.mp4;undefined;;;;0.78
Paw Patrol/Щенячий_патруль_в_кино.mp4;film;Paw Patrol;;;0.74
Paw Patrol/Щенячий_патруль_Мегафильм_Videofilm_Ltd_s1s1q720.mp4;tv_show;Paw Patrol;2013;S01E01;0.93
Robin_Hood.mp4;undefined;;;;0.34
The Bad Guys/Плохие_парни_Полное_дублирование_Пифагорq720.mp4;film;The Bad Guys;;;0.93
Академия единорогов/Season_1/1.mp4;tv_show;Академия единорогов;;S01E01;0.96
Академия единорогов/Season_1/2.mp4;tv_show;Академия единорогов;;S01E02;0.96
Академия единорогов/Season_1/3.mp4;tv_show;Академия единорогов;;S01E03;0.96
Академия единорогов/Season_1/4.mp4;tv_show;Академия единорогов;;S01E04;0.96
Академия единорогов/Season_1/5.mp4;tv_show;Академия единорогов;;S01E05;0.96
Академия единорогов/Season_1/6.mp4;tv_show;Академия единорогов;;S01E06;0.96
Академия единорогов/Season_1/7.mp4;tv_show;Академия единорогов;;S01E07;0.96
Академия единорогов/Season_1/8.mp4;tv_show;Академия единорогов;;S01E08;0.96
